"Genres","Title","Year","Votes","Rating"
"Western","The Child",1957,23,7.3
"Drama","Genboen",1978,47,8.2
"Comedy,Short","Keep Smiling",1928,11,4.9
"Adventure,Western","Jim Bowie Comes Home",1956,8,6.6
"Comedy","Vacation Show",1953,9,8.8
"Western","The Unseen Wound",1967,46,7.5
"Short,War","Neighbours Under Fire",1940,5,6.0
"Comedy","Give Us a Lift",1991,27,7.8
"Drama","Nizami",1982,32,7.6
"Drama","Five Minutes to Love",1963,67,5.1
"Drama,Mystery","Cross-Examination",1932,58,5.9
"Crime,Drama","Wachtmeister Studer",1939,101,6.8
"Action,Drama,Music","The Singing Cowgirl",1938,30,4.5
"Drama","Der Herrscher",1937,39,5.5
"Crime","Women and Millions",1961,11,7.1
"Comedy,Family","Scavenger Hunt",1958,5,9.4
"Comedy","Der Maulkorb",1963,14,8.7
"Drama,Fantasy,Horror","Episode #1.372",1967,30,7.5
"Biography,Drama","Story of San Michele",1962,132,5.8
"Drama,Family,Music","Smoky",1946,295,6.7
"Western","Stagecoach to Yuma",1960,9,8.3
"Adventure,Comedy","Profession: Adventurers",1973,20,4.2
"Comedy,Family","The Trip to Mexico",1962,5,8.4
"Drama","The Comic Strip Killer",1953,6,6.3
"Comedy,Romance","The Fan",1949,511,6.7
"Animation,Family,Fantasy","Les beaux-arts",1974,8,6.1
"Comedy,Music,Musical","A Night at the Opera",1935,29129,7.9
"Drama,Romance","Episode #1.1",1964,8,8.8
"Comedy","Paris Is Always Paris",1951,82,6.8
"Drama","3 Days in L.A.",2009,9,5.9
"Animation,Comedy,Family","Wheeling and Dealing",1962,5,5.0
"Documentary,History","The Diary of Anne Frank: Echoes from the Past",2001,6,6.3
"Drama,Thriller","Looping the Loop",1928,13,7.0
"Drama,Romance","Mid-Channel",1920,19,5.9
"Action,Animation,Family","Winged Assassin",1967,46,7.8
"Comedy,Mystery,Romance","The Princess Comes Across",1936,817,6.9
"Animation","Film 3",1983,20,7.0
"Drama","Marie-Martine",1943,60,7.1
"Crime,Drama,Mystery","Suitable for Framing",1971,2103,7.7
"Animation,Comedy,Family","Good Night Elmer",1940,143,5.7
"Drama","Mi mujer no es mía",1951,9,6.6
"Action,Crime,Drama","The Empty Chair",1959,107,8.2
"Action,Adventure,Crime","English Lady Takes Lodgers",1965,46,7.6
"Action,Adventure,Comedy","Outlaws of the Plains",1946,80,6.7
"Crime,Drama","Scar Hand",1951,6,7.7
"Comedy","We Went to College",1936,74,5.7
"Comedy,Romance","All About Marriage",1958,17,7.5
"Action,Adventure,Mystery","Beyond Mombasa",1956,241,5.8
"Adventure","The Golden Blade",1953,549,5.7
"Comedy,Fantasy,Sci-Fi","Una movida chueca",1956,15,5.6
"Drama","Haaviston Leeni",1948,23,5.2
"Comedy,Short","When Do We Eat?",1926,6,7.0
"Drama","Feeling No Pain",1955,8,7.9
"Adventure,Western","Deaf Smith",1958,6,6.3
"Adventure,Drama","Attack of the Moors",1959,12,6.3
"Comedy","When the Pheasants Pass",1965,132,6.2
"Animation","Tales from the Cupboard",1988,5,8.8
"Action,Drama,Romance","Hell's Horizon",1955,56,5.2
"Comedy,Romance","The Fabulous Suzanne",1946,26,7.1
"Drama,Mystery","Murder by Rope",1936,17,4.8
"Drama","The Angel of Mercy",1946,20,6.7
"Comedy","Musical '78",1978,33,6.6
"Crime,Drama,Mystery","The Case of the Deadly Double",1958,206,8.1
"Comedy,Musical","Meet Me on Broadway",1946,73,5.6
"Western","Stage to Tishomingo",1954,21,8.6
"Adventure,Comedy,Romance","So This Is Love",1928,45,5.3
"Comedy","The Freddie Starr Show",1996,8,6.0
"Horror","Girl on the Road",1958,88,6.3
"Comedy","Mrs. Harris - Freund mit Rolls Royce",1984,9,5.2
"Comedy","Bentley and the Bartered Bride",1960,8,7.5
"Adventure,Drama,Family","The Dog Show",1955,15,7.4
"Crime,Thriller","Ordine firmato in bianco",1974,41,4.6
"Drama,Romance","Annie Laurie",1927,348,5.8
"Animation,Comedy,Family","A Song a Day",1936,126,6.5
"Drama,Fantasy,Romance","Radúz a Mahulena",1970,41,6.5
"Drama","The Crusader",1932,48,6.5
"Comedy,Family,Fantasy","Eternally Yours, Jeannie",1970,93,7.6
"Drama,Fantasy,Short","Old Scrooge",1913,85,6.6
"Comedy","The Irish in Us",1935,558,6.3
"Adventure,Comedy,Drama","Have You Ever Been Ashamed of Your Parents?",1983,22,6.7
"Comedy","O Pai do Povo",1976,13,4.4
"Comedy,Family,Fantasy","Mary, the Good Fairy",1971,142,4.9
"Drama","Odnolyuby",1982,15,6.3
"Action,Adventure,Family","The Traitor",1956,21,7.4
"Action,Adventure,Drama","The Last of the Mohicans",1920,1056,6.7
"Musical","Intezar",1956,9,8.7
"Comedy","Lucy and the Stolen Stole",1968,25,7.1
"Comedy","The Village Squire",1935,48,7.3
"Comedy","Love Thy Neighbor",1984,68,6.9
"Comedy,Drama","Lost in Transit",1993,220,6.3
"Drama","Yu jia nu",1943,9,5.9
"Western","Danger Road",1970,34,7.4
"Action,Crime,Drama","Death Watch",1960,35,7.4
"Family","My Homework Ate My Dog",2009,14,8.5
"Animation,Short","The Hangman",1964,159,7.5
"Comedy","The Love Trap",1929,160,6.5
"Drama,Romance,War","Faithfulness",1965,53,7.8
"Animation,Comedy,Family","Eatin' on the Cuff or The Moth Who Came to Dinner",1942,232,6.7
"Drama","Amarti è il mio peccato (Suor Celeste)",1954,5,6.2
"Comedy","Wir Wunderkinder",1958,380,7.4
"Drama,Musical,Romance","Lord Byron of Broadway",1930,116,5.5
"Crime,Drama,Mystery","The Case of the Wednesday Woman",1964,125,8.3
"Animation,Comedy,Family","Barnstormers/Arnold/Pineapple Sundae/The New Mascot/The Bad Actor/Shape Up or Ship Out",1969,24,7.6
"Adventure,Drama,Family","The Job",1954,14,7.1
"Comedy,Drama,Fantasy","The Bishop's Wife",1947,12909,7.6
"Comedy","Macho, Macho Mel",1981,15,6.5
"Animation,Comedy,Family","Porky's Snooze Reel",1941,83,5.8
"Drama,Family,Fantasy","The Little Mermaid",1976,574,7.2
"Comedy","Lockvogel der Nacht",1959,7,6.6
"Drama,Romance","Hotel America",1981,722,6.5
"Romance,Western","The Big Country",1958,14346,7.9
"Comedy","The Hotel",1974,7,6.4
"Drama","The Greater Good",2010,99,7.6
"Documentary","La case de l'oncle Doc",1997,5,5.0
"Animation,Short","Ya k vam lechu vospominanem",1977,26,7.1
"Musical","Az életbe táncoltatott leány",1964,9,5.7
"Adventure","Titimekuv náhrdelník",1920,8,5.9
"Comedy,Family,Fantasy","Man of the Year",1968,167,7.2
"Comedy","Peter schiesst den Vogel ab",1959,91,5.5
"Romance,Western","To the Last Man",1933,428,6.4
"Comedy","Kennen Sie Heberlein?",1964,8,7.9
"Comedy","Going to Palm Springs",1957,17,9.4
"Biography,Comedy,History","Svatby pana Voka",1971,71,6.8
"Crime,Drama,Mystery","The Faded Image",1975,22,7.6
"Thriller","The Climax",1930,7,5.9
"Adventure,Animation,Comedy","Snappy's Way/Fire-Fighting Smurfs",1986,27,7.1
"Horror","Death on the Fourposter",1964,104,5.3
"Drama,Family","Going My Way",1962,62,8.0
"Animation","Svinedrengen og prinsessen på ærten",1962,7,5.7
"Comedy","The Gold Diggers",1923,8,5.0
"Romance,Sci-Fi","Beyond the Time Barrier",1960,1031,5.3
"Comedy","Serenade for Tight Jeans and Metal Detector",1982,34,7.8
"Drama","La route de Salina",1970,382,6.9
"Drama","The Empty Canvas",1963,671,7.0
"Horror,Mystery,Sci-Fi","Perchance to Dream",1951,9,6.0
"Drama,Romance","Beware of Pity",1946,160,6.4
"Adventure","The Diamond from the Sky",1915,10,5.1
"Drama","Thunderstorm",1934,49,6.9
"Drama,Music,Romance","Fatal Desire",1953,68,7.3
"Crime,Drama","Who Was Maddox?",1964,43,6.6
"Adventure,Comedy,Family","One of Our Dinosaurs Is Missing",1975,1511,6.0
"Comedy","Go Fight City Hall",1959,12,8.3
"Action,Drama,Music","California Mail",1936,92,6.1
"Action,Adventure,Western","The Drifter",1929,12,6.3
"Drama,Musical","Folio",1955,8,5.8
"Comedy,Music,Musical","A Song Is Born",1948,1929,7.0
"Crime,Drama","Die Maske",1972,12,5.7
"Drama","Sybil",2007,1386,7.0
"Comedy,Family","The Toy Box",1967,19,8.1
"Drama,Romance","The Sergeant",1968,492,6.5
"Drama,Family","Beyond Our Own",1947,6,5.8
"Drama,Fantasy,Mystery","Nightmare",1961,24,6.9
"Comedy","The Lodger",1971,44,7.8
"Action,Mystery,Thriller","Forward Base",1977,46,6.3
"Comedy","Il carabiniere a cavallo",1961,61,6.3
"Comedy,Short","Jean the Match-Maker",1910,10,5.9
"Comedy","Too Many Women",1942,59,4.7
"Comedy,Musical","Doctor Rhythm",1938,68,5.9
"Comedy","Shachô manyûki",1963,5,5.8
"Comedy,Drama","The Tomboy",1924,7,5.7
"Adventure,Animation,Family","Dunderklumpen!",1974,1536,7.0
"Animation,Family,Fantasy","Eggs Don't Bounce",1944,24,5.6
"Adventure,Drama,Sci-Fi","Destination Moon",1950,3415,6.3
"Comedy","Beredskapspojkar",1940,57,5.5
"Comedy,Family","Mr. and Mrs. ???",1966,107,7.0
"Crime,Drama,Thriller","Exklusiv!",1971,35,7.0
"Crime,Drama","Vzyatka. Iz bloknota zhurnalista V. Tsvetkova",1983,6,5.0
"Action,Adventure","The Mata Hari Affair",1966,18,7.2
"Comedy,Musical,Romance","Paree, Paree",1934,186,6.2
"Comedy,Family","Rich Kid",1955,20,8.3
"Western","Survival",1965,23,8.2
"Animation,Family,Short","Dedushka Mazay i zaytsy",1980,9,6.2
"Western","The Deserter",1969,39,7.7
"Comedy","Kein Abend wie jeder andere",1976,16,5.8
"Comedy","Personal Services",1987,1203,6.4
"Adventure,Animation,Comedy","Indasutoria no saigo",1978,53,8.5
"Comedy,Family,Fantasy","My Fair Munster: Unaired Pilot 2",1964,29,7.6
"Comedy,Romance","Thirty Seconds of Love",1936,8,6.6
"Action,Crime","Loaded Guns",1975,286,5.0
"Documentary","The End Times: In the Words of Jesus",2006,13,5.4
"Drama","Housewife",1934,788,6.4
"Comedy,Drama","Matrimonio y mortaja",1950,8,6.6
"Comedy","The Brat",1931,90,6.1
"Mystery","Nobody Home",1938,24,7.5
"Crime,Drama,Sci-Fi","The Diamond Wizard",1954,99,5.5
"Action,Comedy","Ku Fu? From Sicily with Fury",1973,129,6.4
"Western","The Old Bum",1951,21,7.3
"Animation,Comedy,Family","Medal Muddle/Go South Young Pigeon/The Window Washer/Beach Blast/Admiral Bird Dog",1969,24,8.0
"Documentary,History","Yankee Sails Across Europe",1967,6,8.2
"Comedy","Lyogkaya zhizn",1964,154,7.3
"Drama","The Rape of Lucrece",1968,8,7.5
"Comedy,Drama,Musical","Britannia of Billingsgate",1933,45,5.8
"Drama","Chandrashekhar",1947,16,5.2
"Horror","The Phantom of the Opera",1925,15566,7.6
"Comedy,Family","Madame Brooks DuBarry",1953,10,8.6
"Adventure,Drama,Western","Nine Lives",1973,86,8.1
"Western","M Stands for Murder",1953,8,7.1
"Comedy","Na dann, Prost!",1997,6,8.7
"Drama","The Siege of Sidney Street",1960,96,6.1
"Western","No Tomorrow",1972,60,7.9
"Drama,Short","Just Gold",1913,8,5.6
"Adventure,Drama,Romance","We the Living",1942,321,6.8
"Comedy","I Spy",1982,29,7.5
"Comedy,Thriller,War","Warn That Man",1943,48,6.5
"Animation,Comedy,Family","Canine Patrol",1945,213,6.4
"Comedy,Drama,Fantasy","My Wife's Best Friend",1952,92,6.8
"Comedy,Short,Western","Komedia z pomylek",1969,10,6.4
"Crime,Thriller","Tärningen är kastad",1960,70,5.6
"Drama","Silence Has No Wings",1966,279,7.2
"Comedy","Daddy's Gang",1956,111,5.7
"Comedy,Short","Hit and Rum",1935,7,7.3
"Action,Adventure,Animation","Lay a Plot with the Treasure",1984,12,7.0
"Animation,History,Short","Detstvo Ratibora",1973,26,7.2
"Comedy,Drama","The Baker's Wife",1938,1551,7.5
"Comedy","Never Mind the Quality: Feel the Width",1973,32,6.9
"Drama,Fantasy,Horror","Episode #1.345",1967,31,7.1
"Animation,Short","Raznye kolesa",1960,43,7.0
"Drama,Mystery","El frente de los suspiros",1942,22,6.2
"Adventure,Drama,War","Lauro Puñales",1969,6,6.5
"Crime,Mystery","The Falcon in San Francisco",1945,517,6.6
"Family","Clown Ferdinand",1973,5,7.2
"Drama,Fantasy,Horror","Episode #1.228",1967,36,6.9
"Adventure","Oni byli aktyorami",1981,11,6.9
"Drama,Romance","Over the Wall",1938,85,5.5
"Comedy,Family","Pass the Vegetables, Please",1966,137,8.3
"Drama","To New Shores",1937,322,6.8
"Drama","I Am the Late Diana Hays",1966,9,8.2
"Documentary,Short","Fires of Kuwait",1992,369,7.2
"Comedy","Let's Dance",1956,14,8.8
"Drama","The Sandpiper",1965,2668,6.3
"Adventure,Animation,Comedy","Maya no onegai",1975,17,5.7
"Drama","Los islas Marias",1951,69,6.9
"Horror,Sci-Fi","The Quatermass Xperiment",1955,5066,6.7
"Drama","Chhoti Bahen",1959,32,6.4
"Comedy","Colonel Effingham's Raid",1946,319,6.0
"Comedy,Drama,Romance","The Inside Story",1948,155,6.9
"Action,Adventure,Crime","Sporting Chance",1931,10,4.8
"Drama,Romance,War","Bombers B-52",1957,663,5.8
"Drama","Dhoop Chhaon",1977,23,5.7
"Animation,Comedy,Family","Farm Frolics",1941,257,6.5
"Animation,Comedy,Musical","The Tale of the Priest and of His Workman Balda",1973,49,6.9
"Animation,Comedy,Family","Tree Cornered Tweety",1956,154,6.9
"Comedy","Cousin Naomi",1960,10,8.1
"Comedy","Svetáci",1969,508,8.0
"Drama,Fantasy,Horror","Episode #1.439",1968,21,7.2
"Crime","I Know You Are a Murderer...",1972,20,5.7
"Drama,Short","The Better Way",1909,12,4.6
"Crime,Drama,Romance","The Bandit",1969,37,6.6
"Thriller","Hot Traces of St. Pauli",1971,111,6.1
"Animation,Comedy,Family","Hot Air Aces",1949,42,6.3
"Comedy","Harvard, Here I Come!",1941,29,5.8
"Comedy,Horror,Mystery","The Cat and the Canary",1927,2532,7.1
"Comedy,Romance","And So They Were Married",1936,272,6.1
"Drama,Romance","Waqt",1965,1024,7.8
"Adventure,Drama,Romance","Danger Level",1973,11,8.4
"Comedy","Gracie Thinks George is Retiring from Show Business",1953,17,8.7
"Western","The Statue of San Sebastian",1958,54,7.7
"Drama,Family","Píntame angelitos blancos",1954,7,6.4
"Music,Western","Over the Santa Fe Trail",1947,6,7.0
"Action,Drama,Romance","Transient Lady",1935,17,5.8
"Comedy,Romance,Short","Love and Science",1912,11,5.1
"Comedy","Ung och kär",1950,7,4.0
"Action,Crime,Drama","The Murder Clause",1960,39,7.7
"Comedy,Music","Mein Mann, das Wirtschaftswunder",1961,132,5.7
"Comedy","Mumintrollet",1969,53,7.8
"Drama","Katy's Love Affair",1947,148,6.4
"Comedy,Family,Mystery","The Dentist's Office",1952,36,8.4
"Action,Crime,Drama","Vallah Kya Baat Hai",1962,23,6.9
"Romance","Red Light Street",1968,12,7.1
"Western","The Quality of Mercy",1963,57,7.5
"Comedy,Drama","My Darling Daughters' Anniversary",1973,23,6.9
"Drama,Fantasy,Romance","Marguerite de la nuit",1955,175,6.6
"Short","Freiheit für die Konsonanten!",2004,5,7.4
"Drama,Music,Short","Prince: Cinnamon Girl",2004,31,6.9
"Comedy","Cocagne",1961,28,5.1
"Comedy","I'll Be Right Over",1942,32,7.1
"Western","One Nation, Indivisible",1955,22,8.6
"Comedy","Dies Bildnis ist bezaubernd schön!",1966,10,9.1
"Comedy","Comin' Round the Mountain",1940,15,6.1
"Drama,Romance,War","The Key",1958,1176,6.6
"Western","The Lure",1967,74,8.0
"Comedy","A Convent Full of Miracles",1969,8,7.2
"Family,Western","Loco Weed Story",1957,5,7.0
"Western","Spring Rendezvous",1967,18,8.1
"Crime,Drama,Mystery","Good Will Tour",1970,25,7.0
"Comedy,Music","Howdy",1970,7,6.7
"Drama,History,Romance","Beau Brummel",1924,394,6.7
"Drama,Musical,Romance","Appointment with Love",1956,78,7.3
"Comedy,Family,Fantasy","The Blessed Event",1963,18,8.1
"Animation,Comedy,Family","Johnny Smith and Poker-Huntas",1938,92,6.5
"Comedy,Short","Goofy Movies Number Six",1934,61,5.4
"Comedy","Pepina Rejholcová",1932,9,4.1
"Comedy,War","Round and Round Went the Great Big Wheel",1972,82,7.4
"Comedy,Musical,Short","Gentlemen of Polish",1934,8,7.6
"Biography,Drama","I Want to Live",1983,148,6.8
"Action,Adventure,Family","Farewell to Tuck.",1958,10,8.4
"Biography,Drama,Short","Edgar Allan Poe",1909,362,6.0
"Action,Animation,Comedy","Mecanic Oggy",2000,11,6.5
"Horror,Sci-Fi","La maldición de Frankenstein",1973,546,5.1
"Documentary,Family","We're Go for Launch to Zero-g",1994,5,8.4
"Drama","One Mile from Heaven",1937,43,6.8
"Family","The Checkers & Pogo Show",1967,8,7.9
"Drama","At the Terminus",1957,45,7.4
"Crime,Drama,Film-Noir","Never Trust a Gambler",1951,121,6.4
"Comedy,Family","Who Is Betty?",1958,10,8.7
"Action,Adventure,Drama","Clearing the Range",1931,73,5.2
"Adventure,Animation,Drama","Yama no kotachi",1974,32,6.7
"Documentary,Short","Glimpses of California",1946,66,6.3
"Drama","Pleasures of Saturday Night",1960,11,5.7
"Comedy","My Son, the Hero",1943,43,5.6
"Comedy,Musical,Romance","A Blonde Dream",1932,199,5.7
"Comedy","Clem Strikes Oil",1957,8,8.8
"Crime,Drama,Mystery","A Question of Guilt",1967,13,7.6
"Action,Animation,Comedy","Zot, Part 4",1964,10,7.4
"Crime,Drama,Mystery","Portrait of Evil",1975,13,7.5
"Crime,Drama,Mystery","The Case of the Shy Ballerina",1954,85,6.6
"Adventure,Drama,Music","The Loves of Carmen",1948,867,6.2
"Drama","All People Will Be Brothers",1973,43,4.7
"Drama,War","Mothers of France",1917,23,6.2
"Action,Adventure,Drama","The Forest Rangers",1942,218,6.8
"Drama","The Traitress",1911,48,6.0
"Drama,Musical,Romance","Fado, História d'uma Cantadeira",1947,142,6.6
"Drama,Romance","One Desire",1955,197,6.2
"Comedy,Family","Equal Rights",1953,202,8.8
"Action,Adventure","Sandokan the Great",1963,266,6.0
"Comedy","A Cake from Granny",1968,17,7.1
"Comedy","Lucy and Jack Benny's Biography",1970,19,8.2
"Sport","Libero",1973,188,2.1
"Drama","Pilgrimage",1933,493,7.2
"Crime,Drama,Mystery","The Midnight Man",1974,718,6.4
"Drama,Romance","Bütün asklar tatli baslar",1970,9,6.4
"Comedy,Musical","So Long Letty",1929,116,6.2
"Crime,Thriller","Singapore",1960,54,6.2
"Animation","Pinkó",1985,5,9.4
"Adventure,Drama,Family","Runaways",1955,13,7.2
"Crime,Drama,Mystery","Rumpole and the Old Boy Net",1983,38,8.1
"Drama","Keeping Company",1940,127,6.0
"Action,Crime,Drama","The Hunt",1960,45,7.2
"Drama","Samba",1966,8,9.6
"Comedy,Drama,Romance","Three Wise Girls",1932,500,6.6
"Romance","Nazrana",1987,72,6.3
"Western","Hired Gun",1957,42,9.0
"Drama,History,War","Episode #3.1",1984,11,8.6
"Crime,Drama,Mystery","Cocoon",1968,102,8.1
"Animation,Family,Short","Vorona",1992,9,5.3
"Western","Six-Gun Rhythm",1939,35,5.7
"Drama","Make Me a Woman",1965,17,6.5
"Animation,Comedy,Family","Little Red Rodent Hood",1952,306,7.0
"Comedy","Landstormens lilla argbigga",1941,51,5.1
"Animation,Short","A Short Vision",1956,259,7.1
"Documentary,War","Victory in the West",1941,66,7.0
"Animation,Family,History","SuperBook",1981,260,6.9
"Romance","Street Girl",1962,15,6.3
"Documentary","Surviving Midsomer: An Insider's Guide",2008,11,8.7
"Comedy","Akiko",1961,20,5.8
"Comedy,Romance,Short","Wife and Auto Trouble",1916,147,5.3
"Comedy","An Anniversary Surprise",1979,71,7.6
"Crime,Drama","God's Police Patrol",1968,13,5.1
"Horror","Corruption",1968,974,5.9
"Biography,Documentary","Hugh Hefner: Once Upon a Time",1992,138,6.5
"Western","Oklahoma Territory",1960,131,6.0
"Adventure,Family,Fantasy","The Gnome-Mobile",1967,1850,6.6
"Drama,Musical","El negro que tenía el alma blanca",1951,29,7.1
"Action,Adventure,Animation","The Giant Dragonfly",1965,10,6.1
"Drama,History","Captain Boycott",1947,297,6.6
"Comedy","Tune in Next Year",1969,22,7.0
"Drama","Spring and Port Wine",1970,443,7.0
"Comedy,Family","Danny Goes on USO Tour",1956,5,7.6
"Crime,Horror","Fantômas",1947,58,6.3
"Drama","Die Tote von Beverly Hills",1964,26,8.0
"Drama","The Killer's Daughter",1964,21,7.4
"Adventure,Animation,Comedy","The Masked Mallard",1989,69,7.5
"Action,Drama,War","The Cockleshell Heroes",1955,1518,6.6
"Drama,Sport,War","The Horsemen",1950,66,6.7
"Action,Adventure,Crime","Ashanti",1982,94,7.0
"Short","Two Virgins",1968,63,5.0
"Comedy,Drama","School for Love",1955,112,5.0
"Action,Crime,Drama","No Laughing Matter",1959,6,8.2
"Action,Drama,History","The Battle of El Alamein",1969,535,5.4
"Crime,Drama,Film-Noir","New Orleans Uncensored",1955,126,5.9
"Comedy","Der verkaufte Großvater",1962,47,5.3
"Comedy,Romance,Sport","Pat and Mike",1952,4775,7.0
"Drama,Musical","La bella Otero",1954,14,6.7
"Biography,Drama,Romance","Love Is a Many-Splendored Thing",1955,4136,6.5
"Animation,Comedy,Family","I Was a Teenage Thumb",1963,58,6.6
"Drama,Short","At the Stroke of Twelve",1941,36,6.9
"Sci-Fi","Vtoraya seriya",1973,6,7.5
"Adventure,Comedy,Crime","Ask a Policeman",1939,743,7.5
"Comedy","Aux frais de la princesse",1969,8,2.1
"Drama","Pulitzer Prize Playhouse",1950,20,7.8
"Comedy,Family,Fantasy","Jeannie or the Tiger",1967,117,7.9
"Crime,Drama,Film-Noir","Behind Locked Doors",1948,724,6.6
"Romance","Küçük hanimin soförü",1970,50,7.1
"Comedy,Romance","En stilla flirt",1934,31,5.9
"Comedy,Romance","O Atsidas",1962,326,7.2
"Comedy,Sci-Fi","Absorba the Greek",1966,9,5.9
"Action,Adventure,Comedy","Africa Screams",1949,3265,6.2
"Action,Music,Romance","Across the Sierras",1941,68,5.2
"Drama,War","Conspiracy of Hearts",1960,442,7.0
"Comedy","Smartest Girl in Town",1936,209,6.5
"Action,Crime,Drama","That Was No Lady",1972,44,7.8
"Action,Adventure,Drama","Whistlin' Dan",1932,36,6.5
"Drama","Arab Duel",1956,5,7.8
"Adventure","The Bullet",1972,11,8.6
"Comedy,Family","Made in Hong Kong: Part 2",1984,7,8.4
"Comedy","Behind All Silver, There's a Cloud Lining",1964,24,7.2
"Western","Target",1959,73,7.6
"Comedy","Temperance! Temperance!",1967,15,7.7
"Animation,Comedy,Family","Wideo Wabbit",1956,384,7.2
"Drama,Fantasy,Mystery","Anniversary of a Murder",1960,53,7.0
"Action","A Man Wants to Get to Germany",1934,19,5.1
"Comedy,Family,Fantasy","Herman, Coach of the Year",1965,81,7.4
